numeropol,cout_prime,credit_card_number,credit_card_provider,credit_card_expire,freq_pmt
234,670.44,4.0072199E15,JCB 15 digit,01SEP18:00:00:00,1
235,600.93,501823518185,Maestro,01MAY18:00:00:00,1
236,990.31,3.4492977E14,American Express,01FEB18:00:00:00,1
237,1170.42,3.4537232E14,Discover,01NOV17:00:00:00,12
246,950.3,4.0907766E15,VISA 13 digit,01MAR19:00:00:00,1
257,920.04,4.2128472E15,VISA 16 digit,01FEB23:00:00:00,1
258,720.48,4.2521398E15,Diners Club / Carte Blanche,01OCT21:00:00:00,1
261,660.46,4.0691976E15,JCB 15 digit,01FEB19:00:00:00,1
267,1000.04,5.1238103E15,American Express,01NOV19:00:00:00,1
268,1040.07,8.6998769E14,Voyager,01JAN22:00:00:00,1
269,1060.25,5.3762622E15,American Express,01JUL22:00:00:00,1
270,880.72,4.2660022E15,VISA 16 digit,01AUG22:00:00:00,1
271,770.54,3.1129573E15,JCB 16 digit,01AUG18:00:00:00,1
279,1080.43,3.0961774E15,American Express,01SEP18:00:00:00,1
282,690.95,4.2063572E12,Discover,01APR19:00:00:00,1
289,650.41,4.2247641E15,Diners Club / Carte Blanche,01SEP27:00:00:00,1
290,830.61,6.0110721E15,Diners Club / Carte Blanche,01NOV23:00:00:00,1
300,770.01,3.7618248E14,Discover,01OCT17:00:00:00,1
303,650.19,561229373593,Voyager,01FEB19:00:00:00,1
309,660.93,5.2557178E15,JCB 16 digit,01JAN18:00:00:00,12
310,920.7,5.559825E15,VISA 16 digit,01APR18:00:00:00,1
317,900.63,3.4442913E14,Maestro,01DEC17:00:00:00,12
321,890.64,4.101752E12,JCB 16 digit,01OCT17:00:00:00,1
338,640.94,1.8003249E14,Discover,01OCT17:00:00:00,12
341,620.78,4.5353353E12,VISA 13 digit,01SEP18:00:00:00,1
347,1050.69,4.3868378E12,Diners Club / Carte Blanche,01JUL20:00:00:00,1
348,790.84,4.0647132E15,JCB 15 digit,01OCT20:00:00:00,1
350,720.05,6.0111574E15,JCB 16 digit,01JUN21:00:00:00,1
352,690.61,8.6997452E14,Diners Club / Carte Blanche,01OCT19:00:00:00,1
353,730.02,3.4007972E14,Diners Club / Carte Blanche,01MAR18:00:00:00,1
354,620.23,4.2340609E12,Discover,01FEB22:00:00:00,1
355,1030.43,3.792211E14,VISA 16 digit,01JUN25:00:00:00,12
358,830.73,3.0534881E13,Diners Club / Carte Blanche,01AUG24:00:00:00,1
361,700.38,8.6991775E14,Mastercard,01MAR18:00:00:00,1
368,1040.45,3.4287299E14,American Express,01JAN18:00:00:00,1
369,1200.43,4.0255693E12,VISA 16 digit,01JAN18:00:00:00,12
379,600.59,4.3049507E15,JCB 16 digit,01NOV18:00:00:00,1
385,740.27,5.5392852E15,JCB 16 digit,01MAY19:00:00:00,1
390,950.59,4.11209E15,Voyager,01DEC17:00:00:00,1
399,750.22,4.8867887E15,Mastercard,01JUN21:00:00:00,12
401,980.65,502019464127,Voyager,01MAR25:00:00:00,1
402,1000.95,4.7962581E15,VISA 13 digit,01MAY18:00:00:00,1
403,950.66,8.6998641E14,JCB 16 digit,01AUG24:00:00:00,1
408,630.65,4.4796548E12,Discover,01MAY25:00:00:00,1
409,850.14,6.011598E15,JCB 15 digit,01FEB18:00:00:00,1
421,950.33,3.7166441E14,Diners Club / Carte Blanche,01DEC18:00:00:00,1
433,770.87,3.1122062E15,Discover,01JUN18:00:00:00,1
440,780.63,4.0328727E15,Maestro,01OCT19:00:00:00,1
446,1020.64,676335748056,Maestro,01MAR21:00:00:00,12
452,950.11,60441506049,Maestro,01SEP18:00:00:00,1
457,760.03,3.5283062E15,VISA 13 digit,01NOV23:00:00:00,1
466,980.17,3.0595833E13,VISA 13 digit,01FEB18:00:00:00,12
467,990.2,502079627209,VISA 16 digit,01FEB19:00:00:00,1
468,980.99,3.1121032E15,Diners Club / Carte Blanche,01AUG25:00:00:00,1
474,760.45,1.8005091E14,JCB 15 digit,01MAR19:00:00:00,1
475,610.09,8.6995282E14,Mastercard,01JAN21:00:00:00,1
485,720.05,3.0887043E15,Diners Club / Carte Blanche,01FEB24:00:00:00,12
486,910.26,1.8007479E14,VISA 16 digit,01AUG18:00:00:00,1
487,1090.92,3.1582821E15,Discover,01MAR21:00:00:00,12
488,810.93,5.2037749E15,JCB 16 digit,01FEB18:00:00:00,12
489,1020.29,589362826275,Diners Club / Carte Blanche,01NOV22:00:00:00,1
495,1030.15,4.4120747E12,JCB 15 digit,01DEC18:00:00:00,12
497,640.52,3.4317535E14,VISA 16 digit,01OCT18:00:00:00,1
501,1130.65,3.5285591E15,American Express,01FEB25:00:00:00,12
504,940.59,4.5760257E12,Maestro,01JUL18:00:00:00,1
508,1040.72,4.0006341E15,JCB 16 digit,01AUG18:00:00:00,1
509,820.85,8.6990055E14,Mastercard,01MAR18:00:00:00,1
512,1080.71,3.0527924E13,JCB 16 digit,01DEC21:00:00:00,1
515,980.54,501869858743,VISA 13 digit,01FEB22:00:00:00,1
534,780.59,4.9323261E15,JCB 15 digit,01JUN20:00:00:00,1
537,980.82,3.4703201E14,VISA 16 digit,01SEP19:00:00:00,1
540,1160.14,6.0110726E15,VISA 16 digit,01NOV22:00:00:00,1
552,1040.66,1.8009568E14,VISA 16 digit,01DEC17:00:00:00,1
558,970.86,3.0101167E13,VISA 13 digit,01JAN18:00:00:00,1
562,830.85,8.6992149E14,VISA 16 digit,01AUG18:00:00:00,12
563,660.68,60464728447,Maestro,01JUN20:00:00:00,1
564,1040.99,4.2106133E15,Maestro,01SEP25:00:00:00,1
568,1020.34,4.1237098E12,JCB 16 digit,01JUL18:00:00:00,1
576,1060.36,676185562698,JCB 15 digit,01MAR20:00:00:00,1
582,1150.48,675963407175,JCB 16 digit,01FEB19:00:00:00,1
587,640.01,3.0543932E13,Diners Club / Carte Blanche,01MAR18:00:00:00,1
588,680.26,3.0376448E13,Diners Club / Carte Blanche,01OCT18:00:00:00,1
594,740.82,2.1002695E14,VISA 16 digit,01OCT23:00:00:00,1
606,1100.85,4.5238727E15,VISA 13 digit,01NOV21:00:00:00,1
624,900.78,4.45559E12,VISA 16 digit,01AUG22:00:00:00,1
625,760.49,8.6993697E14,VISA 16 digit,01APR21:00:00:00,1
630,670.7,502078249989,Discover,01NOV18:00:00:00,1
646,610.93,5.5145955E15,Mastercard,01APR18:00:00:00,12
649,700.91,60433075540,Voyager,01APR18:00:00:00,1
658,930.52,3.0963049E15,Discover,01MAY23:00:00:00,1
664,920.45,3.7575352E14,JCB 15 digit,01NOV21:00:00:00,1
666,1140.61,6.0111958E15,Maestro,01AUG23:00:00:00,1
680,1000.87,4.3850721E12,JCB 16 digit,01JAN21:00:00:00,12
682,630.44,3.0884916E15,VISA 13 digit,01MAY19:00:00:00,1
684,700.33,6.0111486E15,JCB 16 digit,01FEB19:00:00:00,1
687,1130.03,1.8008831E14,American Express,01FEB18:00:00:00,1
693,950.76,630443622224,Maestro,01SEP25:00:00:00,1
696,1180.73,2.1008619E14,JCB 16 digit,01JUN22:00:00:00,1
697,880.3,3.7241732E14,Mastercard,01OCT24:00:00:00,1
699,670.26,630423080302,VISA 16 digit,01SEP20:00:00:00,1
711,660.66,3.0884205E15,Maestro,01MAR18:00:00:00,1
712,610.03,6.011808E15,Voyager,01NOV24:00:00:00,1
730,1010.62,4.6053285E12,JCB 15 digit,01MAY22:00:00:00,1
743,670.76,3.1129719E15,VISA 16 digit,01APR18:00:00:00,1
786,1160.33,2.1007267E14,VISA 16 digit,01JAN23:00:00:00,1
802,1130.71,4.0020094E12,VISA 16 digit,01AUG18:00:00:00,12
806,670.79,676108759074,JCB 16 digit,01JUL18:00:00:00,1
818,950.49,4.2595078E15,JCB 15 digit,01AUG19:00:00:00,1
821,1010.8,5.4078547E15,VISA 16 digit,01OCT18:00:00:00,1
823,700.8,2.1001456E14,Mastercard,01DEC19:00:00:00,1
827,960.75,6.0116464E15,Diners Club / Carte Blanche,01DEC18:00:00:00,12
831,630.43,589305259220,JCB 16 digit,01JAN26:00:00:00,1
837,670.16,3.0885607E15,JCB 16 digit,01NOV18:00:00:00,1
844,1130.65,3.5284264E15,VISA 16 digit,01MAR19:00:00:00,1
846,710.02,3.7265745E14,Diners Club / Carte Blanche,01APR19:00:00:00,1
849,860.37,3.4694442E14,VISA 16 digit,01MAY19:00:00:00,1
854,970.96,3.0969645E15,VISA 16 digit,01NOV19:00:00:00,1
880,600.18,4.949568E15,American Express,01MAY22:00:00:00,1
900,990.21,5.4805002E15,VISA 13 digit,01JAN19:00:00:00,12
902,1150.3,3.5287098E15,VISA 16 digit,01DEC20:00:00:00,12
906,1060.76,3.3375375E15,VISA 13 digit,01NOV22:00:00:00,1
911,720.55,5.1618472E15,JCB 15 digit,01JAN23:00:00:00,1
918,1070.63,4.2561039E15,VISA 16 digit,01AUG22:00:00:00,1
921,780.08,4.0104094E12,JCB 16 digit,01JUL18:00:00:00,1
927,700.5,5.5763379E15,Diners Club / Carte Blanche,01MAR18:00:00:00,1
933,770.48,6.0110881E15,Mastercard,01AUG21:00:00:00,1
935,1200.26,3.0967244E15,Voyager,01NOV18:00:00:00,12
936,1130.04,4.1337926E15,Maestro,01JAN22:00:00:00,12
938,850.93,3.0437614E13,JCB 15 digit,01JUL18:00:00:00,1
960,1130.19,1.8004929E14,Maestro,01SEP20:00:00:00,12
965,630.88,3.0888264E15,Diners Club / Carte Blanche,01MAY18:00:00:00,1
975,650.37,6.0116435E15,Voyager,01JUL22:00:00:00,12
979,960.86,4.8002566E15,JCB 16 digit,01JUL19:00:00:00,1
980,1090.58,8.6996498E14,American Express,01NOV17:00:00:00,1
995,980.42,4.3940322E12,VISA 13 digit,01SEP27:00:00:00,1
997,1070.98,1.8006482E14,Diners Club / Carte Blanche,01APR20:00:00:00,12
1003,680.94,561215968026,JCB 16 digit,01MAY26:00:00:00,1
1008,800.98,676193130611,VISA 13 digit,01APR20:00:00:00,1
1009,1160.58,5.3458239E15,JCB 16 digit,01JUL18:00:00:00,1
1011,820.57,2.1004767E14,JCB 16 digit,01AUG19:00:00:00,1
1013,920.99,3.0469444E13,American Express,01SEP20:00:00:00,1
1018,1200.35,2.1001853E14,Discover,01APR24:00:00:00,1
1027,990.96,5.2244146E15,Discover,01JAN21:00:00:00,1
1028,870.57,3.1122482E15,VISA 16 digit,01DEC17:00:00:00,1
1032,720.11,6.0119387E15,VISA 16 digit,01JAN18:00:00:00,12
1035,800.57,8.6997039E14,Diners Club / Carte Blanche,01JAN21:00:00:00,1
1039,650.92,4.6864603E15,Diners Club / Carte Blanche,01NOV19:00:00:00,1
1043,1090.45,3.0883105E15,Mastercard,01MAY21:00:00:00,1
1044,1110.03,4.8215942E15,Mastercard,01AUG19:00:00:00,1
1061,610.6,3.4158263E14,Discover,01JUN18:00:00:00,12
1073,970.82,6.0118868E15,Diners Club / Carte Blanche,01NOV17:00:00:00,1
1078,1040.71,4.9529742E15,VISA 16 digit,01JAN24:00:00:00,1
1085,910.59,2.1009768E14,VISA 13 digit,01JAN20:00:00:00,12
1087,960.96,3.7879578E14,Maestro,01JAN24:00:00:00,12
1098,920.45,676313865591,Voyager,01DEC24:00:00:00,1
1106,640.16,4.1202273E15,Diners Club / Carte Blanche,01JUN26:00:00:00,12
1109,610.55,3.0398663E13,Mastercard,01AUG19:00:00:00,1
1117,1150.99,3.0286574E13,VISA 16 digit,01JUL18:00:00:00,1
1121,730.54,4.5149527E12,VISA 16 digit,01JUN18:00:00:00,1
1126,1150.91,6.0110427E15,Discover,01APR21:00:00:00,1
1129,970.53,2.1007114E14,Mastercard,01NOV19:00:00:00,1
1130,980.58,4.8740838E12,Maestro,01SEP23:00:00:00,1
1134,1080.51,3.0504944E13,VISA 16 digit,01MAY25:00:00:00,1
1135,670.71,5.4693507E15,Discover,01JUL20:00:00:00,12
1140,660.86,5.4154623E15,Discover,01AUG18:00:00:00,1
1152,1130.04,3.4058221E14,JCB 16 digit,01FEB18:00:00:00,1
1153,780.45,3.7648059E14,Voyager,01AUG27:00:00:00,1
1164,1140.77,4.0048331E15,Mastercard,01SEP20:00:00:00,1
1173,730.17,4.0457135E12,JCB 15 digit,01APR18:00:00:00,1
1178,1010.26,4.3693093E15,Voyager,01JUL18:00:00:00,1
1179,800.22,3.0888345E15,Maestro,01SEP20:00:00:00,12
1181,1180.23,3.1128007E15,VISA 13 digit,01JUL18:00:00:00,1
1183,1010.79,1.800654E14,Voyager,01SEP21:00:00:00,12
1184,660.99,5.5033847E15,JCB 16 digit,01MAY18:00:00:00,1
1186,1010.6,3.0411514E13,Mastercard,01APR23:00:00:00,1
1187,1050.22,2.1000707E14,JCB 16 digit,01OCT19:00:00:00,12
1192,930.47,3.0448365E13,VISA 16 digit,01JUL18:00:00:00,12
1198,1060.19,6.0111431E15,American Express,01FEB22:00:00:00,1
1212,1200.02,3.0010105E13,JCB 16 digit,01MAR19:00:00:00,1
1218,810.8,3.3372625E15,American Express,01SEP23:00:00:00,1
1225,1050.68,4.0444994E12,JCB 15 digit,01JUN19:00:00:00,1
1226,760.64,8.6990796E14,JCB 16 digit,01MAR20:00:00:00,12
1244,1010.01,4.5644919E12,JCB 16 digit,01JUL19:00:00:00,1
1249,900.53,8.6996272E14,JCB 15 digit,01OCT18:00:00:00,12
1255,760.33,8.6991791E14,JCB 16 digit,01MAY27:00:00:00,1
1259,800.03,501817434670,Mastercard,01JUL23:00:00:00,1
1262,720.91,3.5286209E15,American Express,01JAN26:00:00:00,12
1263,770.39,6.0118231E15,Maestro,01APR20:00:00:00,1
1264,870.21,8.6994966E14,Diners Club / Carte Blanche,01NOV19:00:00:00,1
1268,910.65,6.0117015E15,Mastercard,01APR18:00:00:00,12
1275,660.61,6.0118505E15,Diners Club / Carte Blanche,01APR21:00:00:00,1
1280,1000.69,676353891416,Discover,01AUG23:00:00:00,1
1291,910.25,5.1564207E15,Mastercard,01APR18:00:00:00,1
1305,760.43,3.0598425E13,JCB 16 digit,01AUG18:00:00:00,12
1307,680.79,676173213338,American Express,01MAY20:00:00:00,1
1309,780.68,5.3390391E15,American Express,01JUN18:00:00:00,1
1316,670.22,3.0118448E13,JCB 16 digit,01SEP18:00:00:00,1
1318,960.98,3.0501485E13,JCB 16 digit,01FEB18:00:00:00,1
1319,1140.73,6.0113375E15,VISA 13 digit,01FEB21:00:00:00,1
1320,920.29,3.4937168E14,Diners Club / Carte Blanche,01NOV17:00:00:00,1
1321,1120.64,3.7061532E14,JCB 16 digit,01JAN18:00:00:00,1
1341,640.58,6.0115462E15,Diners Club / Carte Blanche,01DEC19:00:00:00,1
1357,780.97,6.0119778E15,JCB 15 digit,01JUN18:00:00:00,1
1358,770.77,4.4445811E15,VISA 13 digit,01MAY20:00:00:00,1
1361,700.54,3.0462983E13,VISA 16 digit,01JUN18:00:00:00,1
1364,900.73,5.1250405E15,Diners Club / Carte Blanche,01MAR19:00:00:00,1
1370,1200.66,3.0097454E13,JCB 16 digit,01APR22:00:00:00,1
1377,790.21,3.0889869E15,Mastercard,01DEC18:00:00:00,1
1383,1090.75,3.1121591E15,JCB 15 digit,01DEC17:00:00:00,1
1396,830.2,4.1153302E12,JCB 16 digit,01SEP20:00:00:00,1
1399,940.85,8.6993023E14,JCB 16 digit,01AUG19:00:00:00,12
1400,960.94,3.4237503E14,Discover,01AUG18:00:00:00,12
1402,1190.31,3.7291077E14,American Express,01DEC19:00:00:00,1
1412,1110.87,3.4634954E14,Voyager,01APR21:00:00:00,1
1422,1020.39,3.0064261E13,Diners Club / Carte Blanche,01SEP23:00:00:00,1
1423,1020.11,1.800919E14,VISA 16 digit,01DEC18:00:00:00,1
1432,910.16,6.0117059E15,VISA 16 digit,01MAY24:00:00:00,1
1436,900.19,3.3373774E15,Maestro,01NOV23:00:00:00,1
1438,890.06,8.6994392E14,VISA 13 digit,01MAY18:00:00:00,12
1442,1080.82,4.5104249E12,VISA 16 digit,01JUL24:00:00:00,1
1454,880.16,3.453008E14,JCB 15 digit,01OCT18:00:00:00,1
1466,780.49,8.6996835E14,VISA 16 digit,01JUL21:00:00:00,1
1475,1090.3,2.100307E14,American Express,01APR23:00:00:00,1
1476,660.54,6.0117716E15,JCB 16 digit,01MAR21:00:00:00,1
1481,760.08,630475782250,Discover,01AUG18:00:00:00,1
1484,620.08,8.6999088E14,Diners Club / Carte Blanche,01OCT19:00:00:00,1
1485,720.87,6.011435E15,VISA 13 digit,01MAR21:00:00:00,12
1487,670.99,676387037283,Voyager,01FEB20:00:00:00,1
1493,670.73,4.4744948E15,Discover,01SEP19:00:00:00,1
1496,1050.97,2.1009696E14,Discover,01FEB20:00:00:00,1
1498,970.55,630446148367,VISA 16 digit,01FEB23:00:00:00,12
1499,910.37,561277345451,VISA 13 digit,01MAR20:00:00:00,1
1501,1140.36,4.1437132E12,Maestro,01APR24:00:00:00,1
1503,1130.3,5.2255675E15,VISA 16 digit,01NOV25:00:00:00,1
1508,1060.08,4.4170704E15,JCB 16 digit,01NOV19:00:00:00,1
1519,740.52,3.112561E15,Voyager,01APR18:00:00:00,1
1528,950.31,4.8742065E15,JCB 16 digit,01JUN20:00:00:00,1
1533,720.75,3.528597E15,Mastercard,01DEC20:00:00:00,1
1537,670.34,4.3979448E15,Discover,01FEB22:00:00:00,1
1546,670.92,3.0094777E13,JCB 16 digit,01NOV22:00:00:00,1
1548,650.5,4.6742974E12,VISA 13 digit,01MAR19:00:00:00,12
1551,640.63,4.2349748E12,Diners Club / Carte Blanche,01MAR23:00:00:00,12
1555,1150.89,6.0117437E15,Voyager,01MAY18:00:00:00,1
1565,730.27,5.1217874E15,Mastercard,01AUG20:00:00:00,1
1566,690.53,4.5440241E12,JCB 16 digit,01APR18:00:00:00,1
1577,940.81,501883947910,Diners Club / Carte Blanche,01OCT21:00:00:00,1
1585,1010.18,4.489034E15,JCB 15 digit,01OCT22:00:00:00,1
1600,1140.5,3.1128505E15,Maestro,01OCT20:00:00:00,1
1605,880.26,8.699805E14,VISA 16 digit,01OCT20:00:00:00,1
1608,890.1,3.0961333E15,Maestro,01JUL21:00:00:00,1
1610,850.04,1.8008211E14,Diners Club / Carte Blanche,01MAY19:00:00:00,12
1614,1070.34,3.3377573E15,Maestro,01SEP18:00:00:00,1
1619,610.54,3.5289218E15,JCB 16 digit,01MAR20:00:00:00,1
1624,1020.69,3.7370464E14,VISA 16 digit,01NOV18:00:00:00,1
1627,840.54,2.1003105E14,JCB 16 digit,01NOV21:00:00:00,12
1630,820.3,3.1586251E15,Voyager,01MAY19:00:00:00,12
1633,1130.85,4.413846E12,American Express,01MAR19:00:00:00,12
1645,1180.08,3.7988457E14,VISA 16 digit,01AUG18:00:00:00,12
1646,1110.62,3.4358307E14,JCB 16 digit,01MAY19:00:00:00,12
1684,910.8,2.1000552E14,Voyager,01SEP26:00:00:00,12
1688,1090.64,2.1006936E14,JCB 15 digit,01MAY18:00:00:00,12
1692,1010.6,3.0881213E15,Discover,01FEB18:00:00:00,1
1696,1120.53,8.6998442E14,JCB 15 digit,01DEC23:00:00:00,1
1697,880.66,3.5288353E15,JCB 16 digit,01OCT20:00:00:00,1
1698,1020.88,5.4763461E15,Maestro,01JUL21:00:00:00,1
1701,1040.67,3.0965259E15,VISA 13 digit,01AUG20:00:00:00,1
1703,1060.69,5.17766E15,Diners Club / Carte Blanche,01DEC18:00:00:00,1
1706,810.73,3.0965006E15,Voyager,01OCT17:00:00:00,1
1708,750.86,503887391814,JCB 16 digit,01MAY18:00:00:00,12
1714,1120.68,3.5282634E15,Diners Club / Carte Blanche,01FEB21:00:00:00,1
1718,600.94,4.0290791E15,Discover,01MAR19:00:00:00,1
1727,810.75,8.6995168E14,Voyager,01JUN18:00:00:00,1
1739,840.43,589366982223,American Express,01JAN25:00:00:00,1
1775,650.96,6.0110029E15,VISA 13 digit,01JAN20:00:00:00,1
1780,1060.87,3.0242282E13,VISA 16 digit,01AUG21:00:00:00,12
1785,640.75,3.1584935E15,Diners Club / Carte Blanche,01JUN22:00:00:00,1
1789,1150.67,630499126211,JCB 16 digit,01SEP18:00:00:00,1
1799,840.67,589301179661,Voyager,01MAR21:00:00:00,1
1803,940.28,1.8001851E14,VISA 16 digit,01APR18:00:00:00,1
1805,1140.95,4.6257942E15,American Express,01JAN20:00:00:00,1
1838,850,4.2247648E15,Mastercard,01DEC19:00:00:00,1
1843,1200.13,3.776077E14,VISA 13 digit,01JAN18:00:00:00,1
1847,860.44,3.4133271E14,VISA 13 digit,01JAN21:00:00:00,1
1849,1090.4,4.0479595E15,JCB 15 digit,01DEC17:00:00:00,1
1851,1080.46,5.2684385E15,JCB 16 digit,01JUN20:00:00:00,1
1855,1150.39,6.0115052E15,JCB 15 digit,01AUG18:00:00:00,12
1870,900.02,1.8002782E14,VISA 16 digit,01JUL18:00:00:00,1
1872,910.67,561235265494,American Express,01DEC21:00:00:00,1
1879,950.56,3.4596159E14,Maestro,01NOV17:00:00:00,1
1883,780.75,5.2173016E15,VISA 13 digit,01AUG21:00:00:00,1
1888,1110.3,3.1121458E15,VISA 13 digit,01JUL18:00:00:00,1
1893,880.44,4.6502626E15,Voyager,01JUN19:00:00:00,1
1906,630.58,5.4658781E15,Mastercard,01AUG18:00:00:00,1
1923,760.89,4.5003818E15,JCB 15 digit,01JUL21:00:00:00,1
1930,970.4,8.6990877E14,Diners Club / Carte Blanche,01MAR22:00:00:00,1
1934,930.13,4.6148896E15,American Express,01JUL21:00:00:00,12
1938,790.92,4.7628584E15,Discover,01JUN25:00:00:00,1
1969,610.44,3.7317757E14,Voyager,01JUN19:00:00:00,1
1975,1070.25,3.0881856E15,VISA 16 digit,01SEP27:00:00:00,12
1984,830.37,3.3371805E15,Maestro,01MAR25:00:00:00,1
1988,660.64,3.0967962E15,VISA 16 digit,01MAY19:00:00:00,1
2000,1050.83,4.890109E15,Maestro,01NOV19:00:00:00,1
2001,880.5,3.0137825E13,Mastercard,01JUL21:00:00:00,1
2002,1190.44,1.8009984E14,Diners Club / Carte Blanche,01OCT17:00:00:00,1
2025,1110.5,8.6996954E14,Voyager,01MAR19:00:00:00,1
2050,1080.25,502050630552,Mastercard,01MAY19:00:00:00,1
2054,630.74,8.6997741E14,Maestro,01MAY19:00:00:00,1
2066,980.85,6.0118882E15,Voyager,01MAY18:00:00:00,1
2068,1090.56,3.0961141E15,American Express,01FEB18:00:00:00,1
2076,970.96,3.4068519E14,Maestro,01MAR24:00:00:00,1
2077,1100.9,5.2208946E15,VISA 16 digit,01DEC20:00:00:00,12
2085,1200.43,8.699366E14,Discover,01NOV17:00:00:00,1
2106,820.49,4.3023668E15,JCB 16 digit,01FEB22:00:00:00,1
2109,1190.04,676326021919,Diners Club / Carte Blanche,01JAN21:00:00:00,12
2112,1200.26,3.014943E13,VISA 13 digit,01DEC17:00:00:00,1
2113,1080.98,6.0112903E15,VISA 16 digit,01JUL18:00:00:00,12
2123,660.43,3.3370545E15,American Express,01JUN18:00:00:00,12
2129,1200.09,5.1592208E15,Mastercard,01NOV19:00:00:00,1
2134,760.03,3.4210226E14,Maestro,01OCT17:00:00:00,1
2141,1020.61,676218914874,Voyager,01SEP19:00:00:00,1
2160,1120.46,5.4287659E15,JCB 15 digit,01MAY18:00:00:00,1
2162,810.42,3.0352887E13,JCB 15 digit,01MAR19:00:00:00,1
2165,830.18,1.8002068E14,Voyager,01MAR20:00:00:00,1
2166,940.1,4.5863062E15,JCB 16 digit,01JAN20:00:00:00,1
2168,1160.21,4.2364234E12,VISA 16 digit,01FEB19:00:00:00,1
2169,1100.31,4.4477553E12,Maestro,01SEP18:00:00:00,1
2193,670.05,3.5287829E15,Diners Club / Carte Blanche,01APR18:00:00:00,1
2194,860.9,8.6990965E14,JCB 16 digit,01FEB18:00:00:00,1
2198,780.17,8.6990187E14,Voyager,01MAR21:00:00:00,1
2211,760.11,8.6999471E14,Voyager,01JAN23:00:00:00,1
2215,890.12,2.1001582E14,Voyager,01JUL22:00:00:00,12
